imdb_title_id,weighted_average_vote,total_votes,mean_vote,median_vote,males_allages_avg_vote,females_allages_avg_vote,top1000_voters_rating
tt0158609,3.8,260,4.3,4,3.8,4.1,4.1
tt0158610,8.1,2763,8.3,9,8,8.6,4.2
tt0158622,3.6,19984,4,4,3.5,4.2,3.7
tt0158628,6.8,248,6.9,7,6.7,7.3,6
tt0158671,5.3,523,6,6,5.3,5.4,4.5
tt0158692,6.9,2279,7,7,6.9,6.9,6.3
tt0158714,7.7,11014,7.7,8,7.6,7.7,6.9
tt0158717,5.8,460,5.9,6,5.9,4.8,6
tt0158719,6,153,6.5,6,5.6,7.8,5.8
tt0158766,7,344,7,7,7,6.7,5.7
tt0158785,4.1,157,4.2,4,4.3,3.5,3.6
tt0158792,6.3,184,6.9,7,6,6.7,5.2
tt0158811,6.3,17131,6.4,6,6.2,6.5,6
tt0158827,6.8,213,7,7,6.9,6.1,4.6
tt0158833,6.6,223,7,7,6.6,6.7,6.8
tt0158845,7.1,304,7.2,7,7.1,7,4.4
tt0158855,6.9,140,7.3,8,6.5,7.4,2.8
tt0158871,5.4,179,5.9,6,5.3,5.5,5.2
tt0158937,5.9,257,6.2,6,5.8,6.2,5.5
tt0158983,7.7,185067,7.8,8,7.8,7.4,7.2
tt0159060,3.2,199,3.7,4,3.2,3.4,3.5
tt0159095,6.4,119,7.5,8,5.9,7.8,1
tt0159097,7.2,136663,7.3,7,7.1,7.3,6.8
tt0159101,5.5,207,5.9,6,5.4,5.4,5.1
tt0159103,4.5,237,4.6,4,4.5,5.5,4.4
tt0159233,7,122,7.4,9,5.8,7.4,4.7
tt0159251,6.4,379,6.9,7,6.3,6.1,5.4
tt0159259,4.8,210,5.1,5,5.1,3.1,5.4
tt0159270,2.8,351,3.5,3,2.8,2.3,3
tt0159272,6.7,2323,6.9,7,6.6,6.7,6.3
tt0159273,6.4,95606,6.5,7,6.4,6.6,5.9
tt0159277,4.8,102,6,6,4.5,4.1,5.6
tt0159290,7.4,520,7.8,8,7.3,7.5,6.4
tt0159364,4.6,142,6,6,4.5,5.8,3.6
tt0159365,7.2,133905,7.3,7,7.2,7.3,6.9
tt0159373,5.2,454,5.3,5,5.2,5.7,4.4
tt0159379,5.4,340,6.1,6,5.3,6.1,5.2
tt0159382,7.1,17527,7.3,7,7.1,7,6.6
tt0159396,3.7,138,4.1,4,3.6,3.1,3.8
tt0159401,6.6,954,6.8,7,6.5,6,6
tt0159404,3.5,176,3.9,3,3.5,3,3.5
tt0159421,5.8,2690,6.1,6,5.6,6.1,5.2
tt0159432,7.2,829,7.3,8,7.2,6.7,5.5
tt0159443,6.2,252,6.6,7,6.2,6.1,5.3
tt0159446,5.5,297,6,6,5.4,5.7,5.5
tt0159458,6.5,103,6.5,7,6.6,5.9,4.3
tt0159472,4.8,165,5,5,4.8,4,3.6
tt0159485,7.1,4546,7.3,7,7.2,6.6,6.4
tt0159507,5.6,167,6.5,6,5.6,6.3,6.7
tt0159508,7.2,331,7.3,8,7.2,5.6,4.7
tt0159509,7.4,991,7.6,8,7.4,6.5,5
tt0159510,7.3,738,7.6,8,7.3,6.4,5.2
tt0159511,7.7,763,7.9,8,7.7,6.8,5.2
tt0159529,6,106,6,6,6,5,5.5
tt0159542,5.4,107,5.9,6,5.2,4,4.5
tt0159568,6.7,612,6.9,7,6.7,6.3,7
tt0159601,6.1,131,6.2,6,6.2,6.8,5.3
tt0159603,5.1,671,5.4,5,5.2,4.7,5.1
tt0159611,4.7,546,4.9,5,4.8,4.3,6.4
tt0159693,4.7,1453,5.1,5,4.5,5.7,4.4
tt0159696,6.6,1470,7.1,7,6.5,7,5.6
tt0159703,6.1,408,6.4,7,6,7,5.9
tt0159730,5.2,2434,5.4,5,5.2,5.3,4.7
tt0159752,2.6,407,3.3,2,2.5,2.3,2.9
tt0159765,5.4,212,5.8,6,5.4,6.1,5.3
tt0159784,6.3,6444,6.5,7,6.4,5.9,5.4
tt0159797,6.2,900,6.7,7,6.1,6.4,4.7
tt0159833,5.1,108,4.1,3,5,5.6,5.3
tt0159948,3.6,514,4.1,4,3.7,3.4,3.1
tt0159995,6.3,1271,6.3,6,6.3,6.9,5.6
tt0160009,5.7,27703,5.7,6,5.7,5.8,5.4
tt0160016,5.1,391,5.9,6,4.6,6,4.7
tt0160027,5.1,172,5.6,5,5,5,4.7
tt0160110,5.5,113,5.6,6,5.2,3,4.3
tt0160127,5.5,166753,5.7,6,5.4,6,5.4
tt0160166,6.8,267,7.1,7,6.8,7.3,6
tt0160182,4.2,327,4.9,4,4.3,3.7,3.3
tt0160184,5.3,22775,5.4,5,5.3,5.5,4.9
tt0160216,6.4,846,6.5,7,6.1,6.6,5.4
tt0160229,5.5,122,6.8,7,5.4,6.5,5.8
tt0160236,3.9,9301,4.2,4,3.8,4.3,3.8
tt0160245,3.4,324,4.2,4,3.4,2.4,3.3
tt0160256,5.8,136,6.5,6,5.6,7.4,5.5
tt0160275,6.6,149,7.8,8,6.5,5.7,3
tt0160278,3.5,104,4.9,5,3.5,3.1,5.6
tt0160285,5.6,111,6.3,6,5.6,6.2,5.1
tt0160289,5.6,1220,5.7,6,5.5,6,5.2
tt0160298,5.3,1120,5.6,5,5.3,5.3,4.3
tt0160330,6.9,163,7.4,7,6.6,7.5,4.6
tt0160334,6.6,121,7.1,7,6.6,6.1,4.9
tt0160338,6,2309,6.2,6,5.9,6.2,5.7
tt0160339,5.8,327,6.1,6,5.8,5.2,4.2
tt0160376,3.9,280,6,6,3.5,3.3,3.9
tt0160395,6.1,149,6.4,7,5.9,6,5.3
tt0160399,6.2,21910,6.3,6,6.2,6.4,5.8
tt0160401,6.3,5438,6.4,6,6.2,6.4,5.4
tt0160403,5.9,1082,6,6,6,5.3,5.6
tt0160414,5.6,120,6.2,6,5.5,5.2,4.4
tt0160429,4.4,3526,4.5,4,3.6,5.5,3.8
tt0160434,4,182,4.6,4,3.9,4.4,4.8
tt0160439,6.7,119,7,7,6.6,8.3,5.8
tt0160440,7.3,1635,7.4,7,7.3,7.2,6.4
tt0160447,4.7,136,5,5,4.8,4.6,5.2
tt0160459,6.5,643,7,7,6.5,6.5,6.5
tt0160481,6.1,150,6.5,7,6,6.9,5.9
tt0160484,4.8,10133,5,5,4.8,5,4.5
tt0160495,4.7,853,4.9,5,4.7,5,4.5
tt0160498,5.4,521,4.8,4,5,6.3,4.8
tt0160509,6.6,1941,6.8,7,6.4,7,6.1
tt0160513,6.6,3891,6.7,7,6.6,7,6.3
tt0160518,5.2,408,6.2,6,4.8,6.2,6
tt0160534,5.6,155,6.2,6,5.5,7.8,5.1
tt0160535,7,500,7.1,7,6.9,7.1,6
tt0160547,4.8,351,5.2,5,4.9,4.9,4.9
tt0160550,6.5,307,6.8,7,6.4,6.9,5.6
tt0160558,4,128,4.6,4,4,4.5,4.1
tt0160574,5.8,499,6.5,7,5.8,4.6,6.2
tt0160586,6.2,105,6.3,6,6.2,5.8,6.3
tt0160596,6.1,721,6.3,6,6.1,6.3,5.4
tt0160611,6.4,12951,6.5,7,6.4,6.6,5.8
tt0160616,5.7,219,6.3,7,5.6,5.3,5.3
tt0160620,6.1,4169,6.3,6,6,6.5,5.8
tt0160644,5.5,3050,5.9,6,5.3,6.1,4.9
tt0160652,4.6,294,5,5,4.5,4.9,4.5
tt0160663,5.6,222,6.1,6,5.4,5.6,4.8
tt0160672,6.7,2514,6.9,7,6.8,6.7,6.1
tt0160706,5.5,860,6.4,6,5.5,5.6,5
tt0160710,7.1,228,7.3,8,7.2,6.4,5.1
tt0160749,6.3,885,6.6,7,6.4,5.7,4.8
tt0160759,6.9,135,6.8,7,6.8,6.9,
tt0160797,6.4,42472,6.4,7,6.4,6.4,5.9
tt0160800,5.8,168,6.2,6,5.7,5.9,4.2
tt0160801,7.1,448,7.3,7,6.6,7.3,5.6
tt0160811,6.4,146,6.6,7,6.4,6.5,6.3
tt0160862,5.9,79840,6.1,6,5.7,6.1,5.5
tt0160905,5.3,373,6.4,6,4.8,6.1,3.8
tt0160916,6,20484,6.1,6,5.9,6.3,5.5
tt0160947,6.5,105,6.8,7,6.5,6.8,5.9
tt0160966,6.9,514,8.8,9,5.2,9,1
tt0160986,6,544,6.5,6,5.7,6.4,5.1
tt0160994,7.1,182,7.3,7,7.1,7.4,6.4
tt0161003,4.5,227,8.4,10,4.4,5.9,3.2
tt0161010,6,2275,6.2,6,6,6.1,5.8
tt0161013,5.3,191,5.6,6,5.2,5.7,4.8
tt0161023,6.7,3133,6.8,7,6.6,6.9,6.3
tt0161029,3.4,475,4.2,3,3.4,2.8,3.7
tt0161052,4.8,696,5.1,5,4.8,4.9,4.7
tt0161061,6.5,220,6.9,7,6.5,7,7.3
tt0161081,6.6,112097,6.7,7,6.5,6.8,6.4
tt0161083,5.5,14317,5.6,6,5.5,5.7,4.8
tt0161084,5.6,343,4.6,4,5.3,7,5
tt0161088,2.9,250,4.7,4,2.9,2.6,2.5
tt0161100,7,7811,7.3,7,6.9,7.2,5.5
tt0161109,5.5,112,6,6,5.4,4.2,6.3
tt0161122,5.5,141,5.6,5,5.4,4.7,4.7
tt0161215,7.3,266,7.5,8,7.3,7.1,4.7
tt0161216,6.5,2164,6.6,7,6.4,6.9,5.9
tt0161219,5.4,294,5.6,6,5.2,5.8,4.7
tt0161231,5.6,107,5.7,6,5.6,5.3,4.6
tt0161292,6.8,6463,6.8,7,6.8,6.8,6.4
tt0161389,6.2,592,6.2,6,6.2,5.4,5.3
tt0161446,5.2,204,6,6,5.5,3.1,4.4
tt0161454,6.3,188,6.6,6,6,7.3,6.6
tt0161485,4.6,249,5.4,5,4.4,5.6,4.4
tt0161492,4.6,3152,4.6,4,4.6,4.5,4.3
tt0161535,7.3,205,7.4,7,7.2,7,4.9
tt0161539,4.1,160,4.2,4,4.1,4.3,5
tt0161542,6,612,5.3,6,6.1,5.3,6.4
tt0161562,7.3,320,7.5,8,7.1,7.4,4.7
tt0161609,7.3,232,7.5,8,7.2,6.8,5.5
tt0161612,5,315,5.3,5,4.9,5.3,4.5
tt0161644,6.1,250,6.2,7,6.2,5.3,5.4
tt0161743,6.8,368,7.4,8,6.5,8.2,5.1
tt0161767,4.6,165,4.8,5,4.6,4.7,4.2
tt0161777,7.1,141,7.1,7,7,7.6,7
tt0161815,6.6,216,6.8,7,6.6,7.3,5.9
tt0161837,5.2,123,5.4,5,5.3,4.8,4.6
tt0161841,4.1,282,6.2,6,4.2,4.1,4.6
tt0161849,3.9,652,4.2,4,3.9,4,3.8
tt0161860,7.5,11894,7.7,8,7.5,7.8,7
tt0161931,6.8,408,7,7,6.7,7.6,5.8
tt0161935,7,826,7.3,7,6.9,7.1,5.7
tt0161942,5.1,855,5.7,6,4.9,6.2,4.9
tt0161968,7.1,248,7.2,7,7.1,6.9,4.2
tt0161973,7.3,294,7.3,7,7.2,7.5,4.6
tt0161977,6.9,490,7.2,7,6.8,7.4,5.9
tt0161978,7.1,368,7.2,7,7.1,6.8,5.4
tt0161979,7,392,7.2,7,7.1,6.3,6.4
tt0161981,6.9,747,7.1,7,6.9,7.2,7.2
tt0161996,7,178,7.1,7,6.9,6.5,6.3
tt0162020,6.6,187,6.7,7,6.4,6.1,6.2
tt0162023,7.4,2489,7.6,8,7.4,7.6,5.6
tt0162024,6.1,950,6.7,7,6.2,4.9,5
tt0162026,6.5,178,7,7,6.3,7.5,3.5
tt0162030,3.4,250,4.2,4,3.4,3,4.1
tt0162035,2,555,2.6,1,1.6,3.6,3.1
tt0162050,5.7,162,5.8,6,5.8,6.3,5.8
tt0162162,7.8,490,7.9,8,7.7,7.6,4.1
tt0162211,3.1,921,3.2,3,3.1,2.5,3
tt0162222,7.8,483947,7.8,8,7.8,7.7,7.4
tt0162236,6.6,1354,6.9,7,6.7,6.6,5.5
tt0162310,5.8,321,6.1,6,5.7,6,5.3
tt0162315,3.4,204,3.8,3,3.4,2.2,3.5
tt0162346,7.3,108270,7.5,8,7.3,7.3,6.9
tt0162348,7.7,2659,8.1,8,7.6,8.1,4.4
tt0162360,6.3,9327,6.5,7,6.1,6.7,5.8
tt0162420,5.7,135,6.9,7,5.7,5.5,6.2
tt0162426,7.3,3905,7.5,8,7.3,7.3,5.3
tt0162480,6.4,5551,7.7,8,6.3,5.9,5.2
tt0162509,4.5,325,4.8,5,4.3,5,4.8
tt0162555,6.6,610,6.9,7,6.7,6.6,6.1
tt0162556,6.4,777,6.9,7,6.4,6.6,5.5
tt0162625,6.7,3962,7,7,6.7,6.8,6.5
tt0162632,5.1,233,5.3,5,5,4.8,4.5
tt0162650,5.9,70328,6,6,5.9,5.9,5.7
tt0162661,7.3,311898,7.5,8,7.3,7.5,7.5
tt0162662,6.2,990,6.5,6,5.8,6.8,5.2
tt0162677,6.7,34509,6.6,7,6.7,6.5,6.2
tt0162709,6.1,521,6.4,7,6,6,6.1
tt0162710,7.2,7877,7.5,8,7.2,6.5,5.6
tt0162711,5,1376,5.1,5,5,5,4.7
tt0162766,4.8,1046,4.8,5,4.8,4.5,4.6
tt0162830,7.2,3620,7.4,8,7,7.4,5.7
tt0162838,5.5,216,6.4,7,5.5,5.8,5.4
tt0162854,5.1,339,5.4,6,5,6,4.2
tt0162866,7.2,5702,7.4,8,7.3,7,6.5
tt0162874,5.4,296,6.1,6,5.3,6.3,4.7
tt0162875,6.5,483,6.8,7,6.4,6.4,6.7
tt0162876,2.5,104,4,3,2.3,2.9,2.3
tt0162901,5.7,155,5.8,6,5.7,5.6,5.6
tt0162903,6.6,433,6.8,7,5.9,7.3,5
tt0162907,5.6,161,5.9,6,5.6,5.5,5.4
tt0162909,7.1,522,7.4,8,7.1,7,6.2
tt0162924,4.8,175,5.4,5,4.9,4.3,4.7
tt0162928,5.6,322,5.9,6,5.7,4.5,5.2
tt0162930,1.9,3198,3.2,1,1.8,2.4,1.7
tt0162942,6.8,124,7,7,6.9,6.5,6.5
tt0162945,3,498,3.7,3,3,3.4,3.2
tt0162958,6.1,1846,6.3,7,6.1,6,5.2
tt0162973,7.5,11937,7.9,8,7.5,7.3,5.9
tt0162983,4.9,11408,4.9,5,4.7,5.2,4.4
tt0163000,1.6,228,2.6,1,1.6,2.2,2.8
tt0163006,6.2,275,6.1,6,6.3,6.2,5.6
tt0163016,3.7,269,5,5,3.6,3.9,4.2
tt0163019,7.3,856,7.7,8,7.3,7.9,4.7
tt0163025,5.9,280727,6,6,5.9,6.2,5.9
tt0163030,5.1,156,5.3,5,5.1,4.1,4.6
tt0163069,4.4,306,5.5,5,4.3,3.7,4.6
tt0163080,5.8,400,6.1,6,5.6,5.9,5.8
tt0163084,6.6,374,6.8,7,6.5,6.9,6.5
tt0163097,5.7,146,6.1,6,5.5,6.2,4.8
tt0163109,4.7,127,5.3,5,4.7,5,4
tt0163114,5.6,649,5.7,6,5.6,6.2,5
tt0163125,5.2,277,5.5,6,5.1,5.5,5.5
tt0163141,6,322,6.2,6,6.1,5.5,6.2
tt0163147,6,139,6.6,7,5.9,6.3,6
tt0163159,3.5,144,3.9,3,3.6,2.1,2.6
tt0163166,5.1,772,5.5,6,5.1,5.3,4.9
tt0163169,6.7,305,7.2,7,6.6,7.2,6.1
tt0163178,5,152,5.6,6,4.9,5.4,5.3
tt0163180,6.4,328,6.4,7,6.3,7.1,6.1
tt0163185,6.8,529,7.5,8,6.6,7.7,4
tt0163187,5.5,88693,5.7,6,5.2,5.9,5
tt0163246,3.5,159,3,1,3.7,1,2.1
tt0163315,4.7,152,4.8,5,4.9,4,4.8
tt0163318,5.5,423,5.5,5,5.5,5.8,4.6
tt0163333,5.8,123,5.8,6,5.5,5.9,
tt0163375,4.6,1299,6.7,7,4.6,4.9,4.5
tt0163494,7.4,1586,7.6,8,7.4,7.1,5.4
tt0163511,6.1,550,6.2,6,6.1,6.1,5.7
tt0163519,6,102,6.6,7,5.8,6.1,5.8
tt0163529,4,154,3.9,3,4.1,3.9,3.8
tt0163537,6.9,153,7.2,7,7,6.7,6.8
tt0163559,6.8,549,7.4,7,6.8,6.8,5.7
tt0163563,7,2033,7.1,7,7.1,6.9,5.6
tt0163579,5.2,9015,5.3,5,5.2,5.8,4.8
tt0163581,6.7,178,6.9,7,6.7,5.6,7
tt0163582,6.2,115,6.6,7,6.1,6.3,5.9
tt0163596,5.4,192,5.7,6,5.3,6.3,4.6
tt0163612,6.8,258,7.1,7,6.7,6.4,6
tt0163624,7.2,557,7.5,8,7.3,7.4,4.8
tt0163651,7,358102,7.1,7,7.1,6.5,6.6
tt0163676,4.7,4121,5,5,4.4,5.4,4.4
tt0163716,6.2,284,6.3,7,6.1,6.8,5.5
tt0163745,6.5,608,7,7,6.3,6.7,4.9
tt0163764,6.3,192,6.8,7,6.3,6.9,5.9
tt0163776,7.1,130,6,7,6.8,7.9,5.6
tt0163777,6.9,346,7,7,6.7,7.6,5.4
tt0163798,5.1,226,5.4,6,5.1,5.8,5
tt0163818,6.2,4607,6.3,6,6.1,6.1,5.9
tt0163840,6.3,157,6.6,7,6.2,6.9,7.4
tt0163862,4.7,681,4.8,5,4.6,5,5.7
tt0163889,5.5,200,6.3,7,5.8,4.9,5.9
tt0163978,6.7,212132,6.7,7,6.7,6.6,5.9
tt0163983,5.1,13440,5.3,5,5,5.6,4.7
tt0163984,5.3,1019,5.7,6,5.2,5.7,4.7
tt0163985,7,123,7,7,6.8,7.3,5.2
tt0163988,6.8,59936,6.9,7,6.9,6.6,6.5
tt0163989,3.9,285,4.2,4,4.1,4.3,3.7
tt0164003,6,4767,6.2,6,6,5.9,5.5
tt0164008,5.7,457,6,6,5.8,5.4,4.9
tt0164016,3.5,338,4.2,4,3.5,5.5,4.4
tt0164018,4.3,236,5,5,4.5,2.7,4.3
tt0164021,6.5,154,6.4,6.5,6.3,6,7.2
tt0164024,3.5,163,4.4,4,3.8,1.1,2.8
tt0164026,3.6,512,3.9,3,3.5,4.7,3.7
tt0164052,5.8,116795,5.7,6,5.8,5.7,5.7
tt0164055,6.3,329,6.5,7,6.3,6.3,6.5
tt0164063,7.9,1726,8,8,7.9,7.7,5.1
tt0164085,6.9,5599,7.1,7,6.9,6.8,6.4
tt0164094,8.1,839,8.3,9,8.1,8.1,4.3
tt0164108,5.7,10126,5.7,6,5.7,5.5,5.7
tt0164114,5.8,17284,6,6,5.3,6.2,5
tt0164143,3,289,3.2,3,2.9,3.7,2.6
tt0164181,7,70768,7.1,7,6.9,7.1,6.7
tt0164184,6.4,98309,6.5,7,6.4,6.4,6
tt0164192,4.5,539,5.2,5,4.5,4.8,4
tt0164212,6.5,21127,6.6,7,6.5,6.6,6
tt0164221,5,2728,5.5,6,4.8,5.4,4.4
tt0164318,5.6,212,6.2,6,5.5,5.1,5.8
tt0164334,6.4,70287,6.4,6,6.3,6.6,6.2
tt0164336,3.5,258,3.7,3,3.6,1.2,4.5
tt0164347,7.2,744,7.2,7,7.2,7.4,5.7
tt0164368,6.9,1892,6.9,7,6.8,7.4,6.5
tt0164393,4.2,420,4.4,4,4.2,3.9,4
tt0164402,6.3,344,6.5,7,6.3,6.3,6.1
tt0164419,5.3,496,5.8,6,5.3,5.1,5.3
tt0164425,5.2,104,5.7,5,5.2,5,4.4
tt0164444,6.2,119,6.3,7,6.2,5.6,5.1
tt0164475,7.3,247,7.5,8,7.1,7.5,4.4
tt0164519,6.4,843,6.5,6,6.4,6.6,6.7
tt0164522,5.8,172,6.1,6,5.8,2.6,4.9
tt0164538,7.6,25046,8.3,9,7.6,7.4,5.5
tt0164539,3.9,262,4.2,4,3.8,3,3
tt0164545,3.6,391,4.1,4,3.7,4.4,3.2
tt0164549,6.6,201,6.8,7,6.7,6,6
tt0164550,5.5,6500,6.3,6,5.4,5.8,4.6
tt0164611,5.5,109,5.7,6,5.5,7.1,5.5
tt0164699,5.2,354,5.3,5,5.2,4.8,4.5
tt0164707,6.8,287,6.9,7,6.7,7.4,6
tt0164711,6.1,2314,6.3,6,6,6.6,6
tt0164718,6.2,162,6,6,5.5,8.2,6.3
tt0164750,5.9,243,6,6,5.8,5.5,5.7
tt0164756,7.1,7245,7.3,7,7.1,7.2,6.2
tt0164802,3.8,440,3.9,4,3.6,5.7,3.3
tt0164807,4.8,247,5.5,5,4.7,4.4,5.3
tt0164810,5.9,944,6.3,6,5.8,6.3,5.4
tt0164839,5.8,214,7.5,8,5.5,7.6,5.1
tt0164876,4.1,117,4.6,4,4,5,3.7
tt0164877,6.6,2253,6.9,7,6.6,6.7,6.7
tt0164879,4,132,4.3,4,3.9,4.2,2.8
tt0164882,7,705,7.8,8,7,7.1,5.5
tt0164887,5.1,138,5.4,5,4.9,5.4,4.5
tt0164912,5.9,118126,6,6,5.9,6.1,5.8
tt0164917,6.6,3404,6.6,7,6.6,6.7,5.9
tt0164961,6.5,20360,6.6,7,6.5,6.6,6
tt0164977,6.1,149,6.3,6,6.1,5.7,5.9
tt0164982,7.4,1047,7.5,8,7.4,7.1,6
tt0164983,7.4,884,7.4,7,7.3,7.1,6.4
tt0164984,7.3,1028,7.4,7,7.3,6.9,6.3
tt0164987,6.5,886,6.7,7,6.5,6.4,6.8
tt0165078,7.7,9056,7.8,8,7.6,7.8,6.6
tt0165086,5.3,364,6,6,5,6.1,4.7
tt0165098,4.2,135,4.4,4,4.1,5.1,4.9
tt0165107,3.5,255,3.8,4,3.4,3.6,3.9
tt0165113,6,273,7.4,8,6.2,4,5.8
tt0165196,6.9,1104,7.1,7,6.8,7,6.2
tt0165214,4.8,275,5.3,5,4.7,5.2,4.1
tt0165218,5.9,107,7.1,7,5.9,5.2,2.1
tt0165223,3.9,142,4.5,4,3.9,3.5,3.3
tt0165230,3.6,159,3.9,3,3.3,2.6,3.1
tt0165237,6.7,304,6.8,7,6.6,6,4.9
tt0165247,5.2,124,5.5,5,5.2,10,6.2
tt0165251,3.1,150,3.7,3,3.1,3.4,3.3
tt0165256,6.2,309,6.3,6,6.2,6.9,5.6
tt0165264,6.4,102,6.8,7,6.5,5.7,6.2
tt0165278,7.1,138,7.2,7.5,6.4,7.5,3.9
tt0165285,6.3,102,6.2,6,6.3,7.8,7.1
tt0165303,3.4,1259,3.6,3,3.4,3.2,3
tt0165304,7.5,233,7.5,8,7.4,7.8,4.8
tt0165306,4.2,306,4.5,4,4.2,4,3.2
tt0165325,5.6,651,6,6,5.6,5.2,5.5
tt0165339,6.1,161,6.3,6,6.2,6,6.2
tt0165348,6.6,348,6.8,7,6.6,6.3,5.9
tt0165361,6.2,5920,6.7,7,6,6.6,5.8
tt0165362,5.5,255,5.8,6,5.4,6.9,5.9
tt0165379,6.9,112,7,7,7,6.9,6.2
tt0165382,6,124,6.4,7,6,6,5.2
tt0165384,6.2,1232,6.4,7,6.1,6.8,5.6
tt0165396,3.9,1293,3.8,4,3.9,4.1,3.8
tt0165400,3.6,185,4.2,4,3.7,4.2,3.1
tt0165405,5.9,248,6.5,7,5.8,7.2,5
tt0165409,6.1,244,6.3,6,5.8,7.1,5.2
tt0165414,4.6,108,6.4,6,4.6,4.1,5
tt0165429,6.1,113,6.3,7,6,6.8,4.9
tt0165445,5.3,294,5.4,5,5.3,5.3,4.7
tt0165454,5.6,1079,5.9,6,5.7,5,5.4
tt0165461,5.6,200,6.2,6,5.5,4.9,4.9
tt0165473,8,1566,8.1,8,8,8,6.1
tt0165489,3.2,313,3.6,3,3.1,2.8,3
tt0165494,3.1,4714,3.9,3,3.1,3.3,3.1
tt0165499,6.4,3536,6.8,7,6.4,6.7,5.4
tt0165546,8.1,9423,8.2,9,8,8,5.8
tt0165550,5.8,154,6,6,5.9,5,5.3
tt0165621,3.8,308,4.2,4,3.6,6.5,4
tt0165623,7.4,7198,7.4,8,7.4,7.3,6.3
tt0165625,7.2,335,7.7,8,7.2,6.5,2.2
tt0165628,5.4,132,5.7,5,5.3,5.9,5.9
tt0165629,8.2,647,8.5,9,8.3,8.2,4.5
tt0165636,7.1,283,7.5,8,7,7.3,5.1
tt0165642,3.4,134,4,3,3.3,7,2.7
tt0165643,4.9,5408,5.1,5,4.9,4.8,4.8
tt0165688,5.9,201,6,6,5.8,9.3,5
tt0165710,6.9,33952,7.1,7,6.8,7.2,5.8
tt0165729,5.4,112,5.5,5,5.4,6.3,5
tt0165749,6.1,126,6.3,6,6.1,6.2,5.9
tt0165752,5.4,117,6.4,6,5,6,3
tt0165773,7,7302,7,7,7,7,6.5
tt0165774,4.9,152,5.6,5,5,4.7,5.3
tt0165776,5.3,121,5.7,6,5.2,6.2,5.3
tt0165798,7.5,80745,7.6,8,7.5,7.5,6.9
tt0165800,3.9,485,4.6,4,3.7,4.4,4
tt0165807,5.9,282,6.4,6,6,6,5.6
tt0165828,7,343,7.3,8,6.9,7.5,6
tt0165831,5.2,3313,5.4,5,5.2,5.5,4.4
tt0165832,7.7,28154,7.9,8,7.7,7.7,6.5
tt0165846,5,572,5.4,5,5,4,4.7
tt0165854,7,27991,7.1,7,7,6.9,6.5
tt0165857,3.7,281,4,4,3.4,5.7,3.2
tt0165859,7,6195,7.2,7,7,7.2,6.5
tt0165866,7.9,410,7.7,9,7.5,8.8,2.7
tt0165870,2.7,982,3.1,2,2.7,2.7,2.6
tt0165874,6.4,5882,6.7,7,6.4,6.2,5.2
tt0165895,5.3,397,6.1,6,5.2,5.3,4.5
tt0165901,7.8,606,8,8,7.8,7.5,5.3
tt0165904,8.4,585,8.5,9,7.8,9.1,3.3
tt0165906,7.6,456,7.9,8,7.5,7.4,4.4
tt0165916,5.3,114,5,6,5.1,6,4
tt0165921,6.7,396,7.4,8,6.6,7,4.7
tt0165928,4.6,209,4.7,4,4.6,4.8,4
tt0165929,6.1,64061,6.3,6,6.1,6.2,5.5
tt0165942,7,131,7.1,7,6.8,7.4,7
tt0165982,6.7,45819,6.9,7,6.6,7,6.1
tt0165986,6.6,403,6.9,7,6.4,7,5.7
tt0165990,5.5,199,5.7,6,5.6,4,5.2
tt0165994,5.5,558,5.8,6,5.3,5.5,5.5
tt0165998,6.3,380,6.6,6,6.3,6.5,5.8
tt0166013,6.4,660,6.8,7,6.3,6.6,6
tt0166069,6.6,520,6.6,7,6.5,7,5.3
tt0166077,6.3,218,6.4,6,6.3,6.4,5.7
tt0166090,6,431,6.3,6,5.8,6.3,5.3
tt0166110,4.1,6308,4.6,4,4.1,4.3,3.9
tt0166120,6.4,135,6.7,7,6.6,5.8,5.3
tt0166139,6.4,124,6.5,7,6.4,3.7,4.9
tt0166158,5.7,2054,6,6,5.7,5.8,5
tt0166160,5.8,150,6,6,6,4.7,4.9
tt0166168,7.2,144,7.2,7,6.9,7.3,4.1
tt0166175,6.9,16376,7,7,6.8,7.1,6.6
tt0166192,3,192,3.8,2,2.9,2.2,3.8
tt0166195,5,7270,5.1,5,4.5,4.6,3.9
tt0166199,4.3,294,4.8,5,4.3,4.1,3.4
tt0166219,4.8,242,5.3,5,4.8,6.1,5.3
tt0166226,5.7,228,5.9,6,5.6,5,4
tt0166233,7.6,865,7.6,8,7.5,7.6,4.1
tt0166247,6,113,7.1,7,6,6.2,4
tt0166252,5.5,3943,5.6,6,5.3,5.7,5
tt0166276,4.7,16051,5,5,4.7,4.9,4.2
tt0166287,6.8,1408,7.2,7,6.8,6.7,5
tt0166308,4.9,239,5.1,5,4.9,5.7,5.1
tt0166314,6.5,837,6.7,7,6.5,6.5,5
tt0166321,5.7,401,6.2,6,5.4,5.8,5.5
tt0166335,3.9,157,4.2,4,3.9,2.7,3.6
tt0166349,3.8,124,4.8,5,3,8,
tt0166350,6,611,6.1,6,5.9,6.1,6.1
tt0166367,7.5,362,7.7,8,7.4,8,5
tt0166370,5,1517,5.3,5,5,4.9,4.5
tt0166377,6.3,237,6.3,6,6.3,6,5.7
tt0166383,6.7,274,6.9,7,6.5,7.3,4
